tour,code_departement,departement,code_circonscription,nom,prenom,code_nuance,voix
1,01,AIN,1,BAUDOUIN,Grégory,DVD,296.0
1,01,AIN,1,FLECHON,Jacques,DVD,220.0
1,01,AIN,1,VAN DER VOSSEN,Muriel,ECO,226.0
1,01,AIN,1,LEPAGNOT,Maude,EXG,141.0
1,01,AIN,1,GUENARD GERBAUD,Carole,EXG,171.0
1,01,AIN,1,BOILEAU,Sébastien,FG,1520.0
1,01,AIN,1,PERRIN,Clément,FN,7290.0
1,01,AIN,1,DEBAT,Jean-François,SOC,18312.0
1,01,AIN,1,BRETON,Xavier,UMP,17716.0
1,01,AIN,1,ALLOUACHE,Nadia,VEC,1161.0
1,01,AIN,1,abstentions,,,31537.0
1,01,AIN,1,blancs_nuls,,,476.0
1,01,AIN,2,BEGUET,Marie Jeanne,CEN,1418.0
1,01,AIN,2,RAYMOND,Michel,DVG,11900.0
1,01,AIN,2,DARMEDRU,Claire,ECO,495.0
1,01,AIN,2,GOUTAGNY,Vincent,EXG,224.0
1,01,AIN,2,PHILIPPE,Katia,FG,2215.0
1,01,AIN,2,EYRAUD,Olivier,FN,10894.0
1,01,AIN,2,DE LA VERPILLIERE,Charles,UMP,19217.0
1,01,AIN,2,VERNAY,Paul,VEC,5213.0
1,01,AIN,2,abstentions,,,34894.0
1,01,AIN,2,blancs_nuls,,,512.0
1,01,AIN,3,ROCHET,Delphine,DVD,582.0
1,01,AIN,3,VERMEULEN,Sylvie,ECO,379.0
1,01,AIN,3,LAHY,Eric,EXG,160.0
1,01,AIN,3,THOUMINE,Yves,FG,1622.0
1,01,AIN,3,NOBLET,Gaëtan,FN,5041.0
1,01,AIN,3,FOGNINI,Jean-Marc,SOC,12164.0
1,01,AIN,3,BLANC,Etienne,UMP,15465.0
1,01,AIN,3,FRANQUET,Christine,VEC,1810.0
1,01,AIN,3,abstentions,,,32145.0
1,01,AIN,3,blancs_nuls,,,469.0
1,01,AIN,4,VIANES,Michèle,DVD,635.0
1,01,AIN,4,MAYER,Laurence,ECO,300.0
1,01,AIN,4,MORTEL,Jean-François,EXG,192.0
1,01,AIN,4,DRACOS,Electre,EXG,163.0
