tour,code_departement,departement,circonscription,code_nuance,voix
1,01,AIN,1,COM,2619.0
1,01,AIN,1,DVD,0.0
1,01,AIN,1,DVG,0.0
1,01,AIN,1,ECO,0.0
1,01,AIN,1,EXG,706.0
1,01,AIN,1,FRN,3831.0
1,01,AIN,1,RADICAUX GAUCHE,0.0
1,01,AIN,1,REG,0.0
1,01,AIN,1,RPR,14869.0
1,01,AIN,1,SOC,17385.0
1,01,AIN,1,UDF,12007.0
1,01,AIN,1,UDF-RPR,0.0
1,01,AIN,1,abstentions,17026.0
1,01,AIN,1,blancs et nuls,2259.0
1,01,AIN,2,COM,3388.0
1,01,AIN,2,DVD,0.0
1,01,AIN,2,DVG,0.0
1,01,AIN,2,ECO,0.0
1,01,AIN,2,EXG,583.0
1,01,AIN,2,FRN,5990.0
1,01,AIN,2,RADICAUX GAUCHE,0.0
1,01,AIN,2,REG,0.0
1,01,AIN,2,RPR,8656.0
1,01,AIN,2,SOC,14481.0
1,01,AIN,2,UDF,14431.0
1,01,AIN,2,UDF-RPR,0.0
1,01,AIN,2,abstentions,15526.0
1,01,AIN,2,blancs et nuls,2070.0
1,01,AIN,3,COM,2781.0
1,01,AIN,3,DVD,0.0
1,01,AIN,3,DVG,0.0
1,01,AIN,3,ECO,0.0
1,01,AIN,3,EXG,458.0
1,01,AIN,3,FRN,4272.0
1,01,AIN,3,RADICAUX GAUCHE,0.0
1,01,AIN,3,REG,0.0
1,01,AIN,3,RPR,5710.0
1,01,AIN,3,SOC,14907.0
1,01,AIN,3,UDF,19774.0
1,01,AIN,3,UDF-RPR,0.0
1,01,AIN,3,abstentions,14899.0
1,01,AIN,3,blancs et nuls,2109.0
1,01,AIN,4,COM,2470.0
1,01,AIN,4,DVD,0.0
1,01,AIN,4,DVG,0.0
1,01,AIN,4,ECO,0.0
1,01,AIN,4,EXG,737.0
1,01,AIN,4,FRN,6381.0
1,01,AIN,4,RADICAUX GAUCHE,0.0
1,01,AIN,4,REG,0.0
1,01,AIN,4,RPR,13835.0
1,01,AIN,4,SOC,18135.0
1,01,AIN,4,UDF,13603.0
1,01,AIN,4,UDF-RPR,0.0
1,01,AIN,4,abstentions,18599.0
1,01,AIN,4,blancs et nuls,2885.0
1,02,AISNE,1,COM,6623.0
1,02,AISNE,1,DVD,0.0
1,02,AISNE,1,DVG,0.0
1,02,AISNE,1,ECO,0.0
1,02,AISNE,1,EXG,982.0
1,02,AISNE,1,FRN,4325.0
1,02,AISNE,1,RADICAUX GAUCHE,0.0
1,02,AISNE,1,REG,0.0
1,02,AISNE,1,RPR,0.0
1,02,AISNE,1,SOC,18884.0
1,02,AISNE,1,UDF,0.0
1,02,AISNE,1,UDF-RPR,21745.0
1,02,AISNE,1,abstentions,13878.0
1,02,AISNE,1,blancs et nuls,2901.0
1,02,AISNE,2,COM,12569.0
1,02,AISNE,2,DVD,0.0
1,02,AISNE,2,DVG,0.0
1,02,AISNE,2,ECO,0.0
1,02,AISNE,2,EXG,1023.0
1,02,AISNE,2,FRN,6062.0
1,02,AISNE,2,RADICAUX GAUCHE,0.0
1,02,AISNE,2,REG,0.0
1,02,AISNE,2,RPR,0.0
1,02,AISNE,2,SOC,16492.0
1,02,AISNE,2,UDF,0.0
1,02,AISNE,2,UDF-RPR,20726.0
1,02,AISNE,2,abstentions,13810.0
1,02,AISNE,2,blancs et nuls,3182.0
1,02,AISNE,3,COM,9139.0
1,02,AISNE,3,DVD,0.0
1,02,AISNE,3,DVG,0.0
1,02,AISNE,3,ECO,0.0
1,02,AISNE,3,EXG,989.0
1,02,AISNE,3,FRN,5097.0
1,02,AISNE,3,RADICAUX GAUCHE,0.0
1,02,AISNE,3,REG,0.0
1,02,AISNE,3,RPR,0.0
1,02,AISNE,3,SOC,21539.0
1,02,AISNE,3,UDF,0.0
1,02,AISNE,3,UDF-RPR,21781.0
1,02,AISNE,3,abstentions,13347.0
1,02,AISNE,3,blancs et nuls,4181.0
1,02,AISNE,4,COM,8933.0
1,02,AISNE,4,DVD,0.0
1,02,AISNE,4,DVG,0.0
1,02,AISNE,4,ECO,0.0
1,02,AISNE,4,EXG,807.0
1,02,AISNE,4,FRN,4947.0
1,02,AISNE,4,RADICAUX GAUCHE,0.0
1,02,AISNE,4,REG,0.0
1,02,AISNE,4,RPR,0.0
1,02,AISNE,4,SOC,21135.0
1,02,AISNE,4,UDF,0.0
1,02,AISNE,4,UDF-RPR,20831.0
1,02,AISNE,4,abstentions,16736.0
1,02,AISNE,4,blancs et nuls,2859.0
1,02,AISNE,5,COM,6044.0
1,02,AISNE,5,DVD,0.0
1,02,AISNE,5,DVG,0.0
1,02,AISNE,5,ECO,0.0
1,02,AISNE,5,EXG,656.0
1,02,AISNE,5,FRN,4973.0
1,02,AISNE,5,RADICAUX GAUCHE,0.0
1,02,AISNE,5,REG,0.0
1,02,AISNE,5,RPR,0.0
1,02,AISNE,5,SOC,17186.0
1,02,AISNE,5,UDF,0.0
1,02,AISNE,5,UDF-RPR,23163.0
1,02,AISNE,5,abstentions,14777.0
1,02,AISNE,5,blancs et nuls,2415.0
1,03,ALLIER,1,COM,7077.0
1,03,ALLIER,1,DVD,0.0
1,03,ALLIER,1,DVG,0.0
1,03,ALLIER,1,ECO,0.0
1,03,ALLIER,1,EXG,476.0
1,03,ALLIER,1,FRN,2474.0
1,03,ALLIER,1,RADICAUX GAUCHE,1797.0
1,03,ALLIER,1,REG,0.0
1,03,ALLIER,1,RPR,0.0
1,03,ALLIER,1,SOC,12449.0
1,03,ALLIER,1,UDF,0.0
1,03,ALLIER,1,UDF-RPR,18851.0
1,03,ALLIER,1,abstentions,13064.0
1,03,ALLIER,1,blancs et nuls,2471.0
1,03,ALLIER,2,COM,14446.0
1,03,ALLIER,2,DVD,0.0
1,03,ALLIER,2,DVG,0.0
1,03,ALLIER,2,ECO,0.0
1,03,ALLIER,2,EXG,560.0
1,03,ALLIER,2,FRN,2998.0
1,03,ALLIER,2,RADICAUX GAUCHE,1701.0
1,03,ALLIER,2,REG,0.0
1,03,ALLIER,2,RPR,0.0
1,03,ALLIER,2,SOC,14372.0
1,03,ALLIER,2,UDF,0.0
1,03,ALLIER,2,UDF-RPR,18217.0
1,03,ALLIER,2,abstentions,14815.0
1,03,ALLIER,2,blancs et nuls,3284.0
1,03,ALLIER,3,COM,16496.0
1,03,ALLIER,3,DVD,0.0
1,03,ALLIER,3,DVG,0.0
1,03,ALLIER,3,ECO,0.0
1,03,ALLIER,3,EXG,452.0
1,03,ALLIER,3,FRN,3105.0
1,03,ALLIER,3,RADICAUX GAUCHE,1872.0
1,03,ALLIER,3,REG,0.0
1,03,ALLIER,3,RPR,0.0
1,03,ALLIER,3,SOC,12355.0
1,03,ALLIER,3,UDF,0.0
1,03,ALLIER,3,UDF-RPR,21315.0
1,03,ALLIER,3,abstentions,14040.0
1,03,ALLIER,3,blancs et nuls,3299.0
1,03,ALLIER,4,COM,6293.0
1,03,ALLIER,4,DVD,0.0
1,03,ALLIER,4,DVG,0.0
1,03,ALLIER,4,ECO,0.0
1,03,ALLIER,4,EXG,378.0
1,03,ALLIER,4,FRN,4547.0
1,03,ALLIER,4,RADICAUX GAUCHE,3036.0
1,03,ALLIER,4,REG,0.0
1,03,ALLIER,4,RPR,0.0
1,03,ALLIER,4,SOC,13709.0
1,03,ALLIER,4,UDF,0.0
1,03,ALLIER,4,UDF-RPR,20441.0
1,03,ALLIER,4,abstentions,14480.0
1,03,ALLIER,4,blancs et nuls,2509.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,COM,5683.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,DVD,812.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,DVG,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,ECO,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,EXG,303.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,FRN,3851.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,RADICAUX GAUCHE,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,REG,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,RPR,8576.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,SOC,11368.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,UDF,6258.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,UDF-RPR,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,abstentions,7942.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,blancs et nuls,1692.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,COM,5175.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,DVD,651.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,DVG,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,ECO,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,EXG,164.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,FRN,4097.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,RADICAUX GAUCHE,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,REG,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,RPR,9162.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,SOC,11629.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,UDF,7716.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,UDF-RPR,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,abstentions,8784.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,blancs et nuls,1590.0
1,05,HAUTES-ALPES,1,COM,2430.0
1,05,HAUTES-ALPES,1,DVD,1222.0
1,05,HAUTES-ALPES,1,DVG,0.0
1,05,HAUTES-ALPES,1,ECO,0.0
1,05,HAUTES-ALPES,1,EXG,837.0
1,05,HAUTES-ALPES,1,FRN,2436.0
1,05,HAUTES-ALPES,1,RADICAUX GAUCHE,0.0
1,05,HAUTES-ALPES,1,REG,0.0
1,05,HAUTES-ALPES,1,RPR,0.0
1,05,HAUTES-ALPES,1,SOC,12950.0
1,05,HAUTES-ALPES,1,UDF,0.0
1,05,HAUTES-ALPES,1,UDF-RPR,15887.0
1,05,HAUTES-ALPES,1,abstentions,7537.0
1,05,HAUTES-ALPES,1,blancs et nuls,1233.0
1,05,HAUTES-ALPES,2,COM,1930.0
1,05,HAUTES-ALPES,2,DVD,1890.0
1,05,HAUTES-ALPES,2,DVG,0.0
1,05,HAUTES-ALPES,2,ECO,0.0
1,05,HAUTES-ALPES,2,EXG,787.0
1,05,HAUTES-ALPES,2,FRN,1870.0
1,05,HAUTES-ALPES,2,RADICAUX GAUCHE,0.0
1,05,HAUTES-ALPES,2,REG,0.0
1,05,HAUTES-ALPES,2,RPR,0.0
1,05,HAUTES-ALPES,2,SOC,8383.0
1,05,HAUTES-ALPES,2,UDF,0.0
1,05,HAUTES-ALPES,2,UDF-RPR,12543.0
1,05,HAUTES-ALPES,2,abstentions,7410.0
1,05,HAUTES-ALPES,2,blancs et nuls,1038.0
1,06,ALPES-MARITIMES,1,COM,5374.0
1,06,ALPES-MARITIMES,1,DVD,0.0
1,06,ALPES-MARITIMES,1,DVG,0.0
1,06,ALPES-MARITIMES,1,ECO,1081.0
1,06,ALPES-MARITIMES,1,EXG,195.0
1,06,ALPES-MARITIMES,1,FRN,9319.0
1,06,ALPES-MARITIMES,1,RADICAUX GAUCHE,0.0
1,06,ALPES-MARITIMES,1,REG,0.0
1,06,ALPES-MARITIMES,1,RPR,0.0
1,06,ALPES-MARITIMES,1,SOC,11520.0
1,06,ALPES-MARITIMES,1,UDF,0.0
1,06,ALPES-MARITIMES,1,UDF-RPR,21046.0
1,06,ALPES-MARITIMES,1,abstentions,15266.0
1,06,ALPES-MARITIMES,1,blancs et nuls,1697.0
1,06,ALPES-MARITIMES,2,COM,3092.0
1,06,ALPES-MARITIMES,2,DVD,0.0
1,06,ALPES-MARITIMES,2,DVG,0.0
1,06,ALPES-MARITIMES,2,ECO,1115.0
1,06,ALPES-MARITIMES,2,EXG,150.0
1,06,ALPES-MARITIMES,2,FRN,10912.0
1,06,ALPES-MARITIMES,2,RADICAUX GAUCHE,0.0
1,06,ALPES-MARITIMES,2,REG,0.0
1,06,ALPES-MARITIMES,2,RPR,0.0
1,06,ALPES-MARITIMES,2,SOC,12383.0
1,06,ALPES-MARITIMES,2,UDF,0.0
1,06,ALPES-MARITIMES,2,UDF-RPR,26089.0
1,06,ALPES-MARITIMES,2,abstentions,17615.0
1,06,ALPES-MARITIMES,2,blancs et nuls,1509.0
1,06,ALPES-MARITIMES,3,COM,4842.0
1,06,ALPES-MARITIMES,3,DVD,0.0
1,06,ALPES-MARITIMES,3,DVG,0.0
1,06,ALPES-MARITIMES,3,ECO,1137.0
1,06,ALPES-MARITIMES,3,EXG,195.0
1,06,ALPES-MARITIMES,3,FRN,11219.0
1,06,ALPES-MARITIMES,3,RADICAUX GAUCHE,0.0
1,06,ALPES-MARITIMES,3,REG,0.0
1,06,ALPES-MARITIMES,3,RPR,0.0
1,06,ALPES-MARITIMES,3,SOC,12823.0
1,06,ALPES-MARITIMES,3,UDF,0.0
1,06,ALPES-MARITIMES,3,UDF-RPR,21955.0
1,06,ALPES-MARITIMES,3,abstentions,17300.0
1,06,ALPES-MARITIMES,3,blancs et nuls,1504.0
1,06,ALPES-MARITIMES,4,COM,5516.0
1,06,ALPES-MARITIMES,4,DVD,0.0
1,06,ALPES-MARITIMES,4,DVG,0.0
1,06,ALPES-MARITIMES,4,ECO,1458.0
1,06,ALPES-MARITIMES,4,EXG,254.0
1,06,ALPES-MARITIMES,4,FRN,10753.0
1,06,ALPES-MARITIMES,4,RADICAUX GAUCHE,0.0
1,06,ALPES-MARITIMES,4,REG,0.0
1,06,ALPES-MARITIMES,4,RPR,0.0
1,06,ALPES-MARITIMES,4,SOC,12381.0
1,06,ALPES-MARITIMES,4,UDF,0.0
1,06,ALPES-MARITIMES,4,UDF-RPR,23350.0
1,06,ALPES-MARITIMES,4,abstentions,14054.0
1,06,ALPES-MARITIMES,4,blancs et nuls,2409.0
1,06,ALPES-MARITIMES,5,COM,7909.0
1,06,ALPES-MARITIMES,5,DVD,0.0
1,06,ALPES-MARITIMES,5,DVG,0.0
1,06,ALPES-MARITIMES,5,ECO,1269.0
1,06,ALPES-MARITIMES,5,EXG,229.0
1,06,ALPES-MARITIMES,5,FRN,10043.0
1,06,ALPES-MARITIMES,5,RADICAUX GAUCHE,0.0
1,06,ALPES-MARITIMES,5,REG,0.0
1,06,ALPES-MARITIMES,5,RPR,0.0
1,06,ALPES-MARITIMES,5,SOC,14146.0
1,06,ALPES-MARITIMES,5,UDF,0.0
1,06,ALPES-MARITIMES,5,UDF-RPR,22849.0
1,06,ALPES-MARITIMES,5,abstentions,14233.0
1,06,ALPES-MARITIMES,5,blancs et nuls,2090.0
1,06,ALPES-MARITIMES,6,COM,4162.0
1,06,ALPES-MARITIMES,6,DVD,0.0
1,06,ALPES-MARITIMES,6,DVG,0.0
1,06,ALPES-MARITIMES,6,ECO,1540.0
1,06,ALPES-MARITIMES,6,EXG,254.0
1,06,ALPES-MARITIMES,6,FRN,12304.0
1,06,ALPES-MARITIMES,6,RADICAUX GAUCHE,0.0
1,06,ALPES-MARITIMES,6,REG,0.0
1,06,ALPES-MARITIMES,6,RPR,0.0
1,06,ALPES-MARITIMES,6,SOC,13826.0
1,06,ALPES-MARITIMES,6,UDF,0.0
1,06,ALPES-MARITIMES,6,UDF-RPR,24201.0
1,06,ALPES-MARITIMES,6,abstentions,14672.0
1,06,ALPES-MARITIMES,6,blancs et nuls,1845.0
1,06,ALPES-MARITIMES,7,COM,3644.0
1,06,ALPES-MARITIMES,7,DVD,0.0
1,06,ALPES-MARITIMES,7,DVG,0.0
1,06,ALPES-MARITIMES,7,ECO,1494.0
1,06,ALPES-MARITIMES,7,EXG,310.0
1,06,ALPES-MARITIMES,7,FRN,13226.0
1,06,ALPES-MARITIMES,7,RADICAUX GAUCHE,0.0
1,06,ALPES-MARITIMES,7,REG,0.0
1,06,ALPES-MARITIMES,7,RPR,0.0
1,06,ALPES-MARITIMES,7,SOC,13285.0
1,06,ALPES-MARITIMES,7,UDF,0.0
1,06,ALPES-MARITIMES,7,UDF-RPR,25943.0
1,06,ALPES-MARITIMES,7,abstentions,15561.0
1,06,ALPES-MARITIMES,7,blancs et nuls,1787.0
1,06,ALPES-MARITIMES,8,COM,2584.0
1,06,ALPES-MARITIMES,8,DVD,0.0
1,06,ALPES-MARITIMES,8,DVG,0.0
1,06,ALPES-MARITIMES,8,ECO,1114.0
1,06,ALPES-MARITIMES,8,EXG,228.0
1,06,ALPES-MARITIMES,8,FRN,11069.0
1,06,ALPES-MARITIMES,8,RADICAUX GAUCHE,0.0
1,06,ALPES-MARITIMES,8,REG,0.0
1,06,ALPES-MARITIMES,8,RPR,0.0
1,06,ALPES-MARITIMES,8,SOC,10612.0
1,06,ALPES-MARITIMES,8,UDF,0.0
1,06,ALPES-MARITIMES,8,UDF-RPR,22044.0
1,06,ALPES-MARITIMES,8,abstentions,10887.0
1,06,ALPES-MARITIMES,8,blancs et nuls,1298.0
1,06,ALPES-MARITIMES,9,COM,4674.0
1,06,ALPES-MARITIMES,9,DVD,0.0
1,06,ALPES-MARITIMES,9,DVG,0.0
1,06,ALPES-MARITIMES,9,ECO,1745.0
1,06,ALPES-MARITIMES,9,EXG,320.0
1,06,ALPES-MARITIMES,9,FRN,12547.0
1,06,ALPES-MARITIMES,9,RADICAUX GAUCHE,0.0
1,06,ALPES-MARITIMES,9,REG,0.0
1,06,ALPES-MARITIMES,9,RPR,0.0
1,06,ALPES-MARITIMES,9,SOC,13529.0
1,06,ALPES-MARITIMES,9,UDF,0.0
1,06,ALPES-MARITIMES,9,UDF-RPR,26170.0
1,06,ALPES-MARITIMES,9,abstentions,15541.0
1,06,ALPES-MARITIMES,9,blancs et nuls,1971.0
1,07,ARDECHE,1,COM,6431.0
1,07,ARDECHE,1,DVD,0.0
1,07,ARDECHE,1,DVG,0.0
1,07,ARDECHE,1,ECO,0.0
1,07,ARDECHE,1,EXG,405.0
1,07,ARDECHE,1,FRN,3970.0
1,07,ARDECHE,1,RADICAUX GAUCHE,0.0
1,07,ARDECHE,1,REG,0.0
1,07,ARDECHE,1,RPR,9193.0
1,07,ARDECHE,1,SOC,16445.0
1,07,ARDECHE,1,UDF,12069.0
1,07,ARDECHE,1,UDF-RPR,0.0
1,07,ARDECHE,1,abstentions,12421.0
1,07,ARDECHE,1,blancs et nuls,2666.0
1,07,ARDECHE,2,COM,3765.0
1,07,ARDECHE,2,DVD,0.0
1,07,ARDECHE,2,DVG,0.0
1,07,ARDECHE,2,ECO,0.0
1,07,ARDECHE,2,EXG,602.0
1,07,ARDECHE,2,FRN,4404.0
1,07,ARDECHE,2,RADICAUX GAUCHE,0.0
1,07,ARDECHE,2,REG,0.0
1,07,ARDECHE,2,RPR,20633.0
1,07,ARDECHE,2,SOC,17282.0
1,07,ARDECHE,2,UDF,8771.0
1,07,ARDECHE,2,UDF-RPR,0.0
1,07,ARDECHE,2,abstentions,15419.0
1,07,ARDECHE,2,blancs et nuls,2890.0
1,07,ARDECHE,3,COM,5017.0
1,07,ARDECHE,3,DVD,0.0
1,07,ARDECHE,3,DVG,0.0
1,07,ARDECHE,3,ECO,0.0
1,07,ARDECHE,3,EXG,364.0
1,07,ARDECHE,3,FRN,4390.0
1,07,ARDECHE,3,RADICAUX GAUCHE,0.0
1,07,ARDECHE,3,REG,0.0
1,07,ARDECHE,3,RPR,10413.0
1,07,ARDECHE,3,SOC,16907.0
1,07,ARDECHE,3,UDF,11485.0
1,07,ARDECHE,3,UDF-RPR,0.0
1,07,ARDECHE,3,abstentions,12084.0
1,07,ARDECHE,3,blancs et nuls,2894.0
1,08,ARDENNES,1,COM,6567.0
1,08,ARDENNES,1,DVD,0.0
1,08,ARDENNES,1,DVG,0.0
1,08,ARDENNES,1,ECO,0.0
1,08,ARDENNES,1,EXG,1460.0
1,08,ARDENNES,1,FRN,4418.0
1,08,ARDENNES,1,RADICAUX GAUCHE,0.0
1,08,ARDENNES,1,REG,0.0
1,08,ARDENNES,1,RPR,0.0
1,08,ARDENNES,1,SOC,16857.0
1,08,ARDENNES,1,UDF,0.0
1,08,ARDENNES,1,UDF-RPR,22173.0
1,08,ARDENNES,1,abstentions,15108.0
1,08,ARDENNES,1,blancs et nuls,2482.0
1,08,ARDENNES,2,COM,9038.0
1,08,ARDENNES,2,DVD,0.0
1,08,ARDENNES,2,DVG,0.0
1,08,ARDENNES,2,ECO,0.0
1,08,ARDENNES,2,EXG,1192.0
1,08,ARDENNES,2,FRN,4437.0
1,08,ARDENNES,2,RADICAUX GAUCHE,0.0
1,08,ARDENNES,2,REG,0.0
1,08,ARDENNES,2,RPR,0.0
1,08,ARDENNES,2,SOC,15228.0
1,08,ARDENNES,2,UDF,0.0
1,08,ARDENNES,2,UDF-RPR,17012.0
1,08,ARDENNES,2,abstentions,14984.0
1,08,ARDENNES,2,blancs et nuls,2035.0
1,08,ARDENNES,3,COM,4564.0
1,08,ARDENNES,3,DVD,0.0
1,08,ARDENNES,3,DVG,0.0
1,08,ARDENNES,3,ECO,0.0
1,08,ARDENNES,3,EXG,1332.0
1,08,ARDENNES,3,FRN,3237.0
1,08,ARDENNES,3,RADICAUX GAUCHE,0.0
1,08,ARDENNES,3,REG,0.0
1,08,ARDENNES,3,RPR,0.0
1,08,ARDENNES,3,SOC,14682.0
1,08,ARDENNES,3,UDF,0.0
1,08,ARDENNES,3,UDF-RPR,21647.0
1,08,ARDENNES,3,abstentions,12820.0
1,08,ARDENNES,3,blancs et nuls,2118.0
1,09,ARIEGE,1,COM,5091.0
1,09,ARIEGE,1,DVD,3837.0
1,09,ARIEGE,1,DVG,3927.0
1,09,ARIEGE,1,ECO,0.0
1,09,ARIEGE,1,EXG,246.0
1,09,ARIEGE,1,FRN,1288.0
1,09,ARIEGE,1,RADICAUX GAUCHE,0.0
1,09,ARIEGE,1,REG,0.0
1,09,ARIEGE,1,RPR,0.0
1,09,ARIEGE,1,SOC,17541.0
1,09,ARIEGE,1,UDF,0.0
1,09,ARIEGE,1,UDF-RPR,8998.0
1,09,ARIEGE,1,abstentions,10942.0
1,09,ARIEGE,1,blancs et nuls,1698.0
1,09,ARIEGE,2,COM,6155.0
1,09,ARIEGE,2,DVD,7524.0
1,09,ARIEGE,2,DVG,5916.0
1,09,ARIEGE,2,ECO,0.0
1,09,ARIEGE,2,EXG,183.0
1,09,ARIEGE,2,FRN,956.0
1,09,ARIEGE,2,RADICAUX GAUCHE,0.0
1,09,ARIEGE,2,REG,0.0
1,09,ARIEGE,2,RPR,0.0
1,09,ARIEGE,2,SOC,14960.0
1,09,ARIEGE,2,UDF,0.0
1,09,ARIEGE,2,UDF-RPR,7393.0
1,09,ARIEGE,2,abstentions,9701.0
1,09,ARIEGE,2,blancs et nuls,2121.0
1,10,AUBE,1,COM,3352.0
1,10,AUBE,1,DVD,258.0
1,10,AUBE,1,DVG,0.0
1,10,AUBE,1,ECO,0.0
1,10,AUBE,1,EXG,360.0
1,10,AUBE,1,FRN,4100.0
1,10,AUBE,1,RADICAUX GAUCHE,0.0
1,10,AUBE,1,REG,0.0
1,10,AUBE,1,RPR,0.0
1,10,AUBE,1,SOC,11550.0
1,10,AUBE,1,UDF,0.0
1,10,AUBE,1,UDF-RPR,20389.0
1,10,AUBE,1,abstentions,12420.0
1,10,AUBE,1,blancs et nuls,2392.0
1,10,AUBE,2,COM,3725.0
1,10,AUBE,2,DVD,305.0
1,10,AUBE,2,DVG,0.0
1,10,AUBE,2,ECO,0.0
1,10,AUBE,2,EXG,381.0
1,10,AUBE,2,FRN,4863.0
1,10,AUBE,2,RADICAUX GAUCHE,0.0
1,10,AUBE,2,REG,0.0
1,10,AUBE,2,RPR,0.0
1,10,AUBE,2,SOC,14790.0
1,10,AUBE,2,UDF,0.0
1,10,AUBE,2,UDF-RPR,24117.0
1,10,AUBE,2,abstentions,15321.0
1,10,AUBE,2,blancs et nuls,2555.0
1,10,AUBE,3,COM,6132.0
1,10,AUBE,3,DVD,302.0
1,10,AUBE,3,DVG,0.0
1,10,AUBE,3,ECO,0.0
1,10,AUBE,3,EXG,330.0
1,10,AUBE,3,FRN,5377.0
1,10,AUBE,3,RADICAUX GAUCHE,0.0
1,10,AUBE,3,REG,0.0
1,10,AUBE,3,RPR,0.0
1,10,AUBE,3,SOC,15013.0
1,10,AUBE,3,UDF,0.0
1,10,AUBE,3,UDF-RPR,22894.0
1,10,AUBE,3,abstentions,17781.0
1,10,AUBE,3,blancs et nuls,2520.0
1,11,AUDE,1,COM,7331.0
1,11,AUDE,1,DVD,212.0
1,11,AUDE,1,DVG,0.0
1,11,AUDE,1,ECO,1145.0
1,11,AUDE,1,EXG,210.0
1,11,AUDE,1,FRN,4240.0
1,11,AUDE,1,RADICAUX GAUCHE,0.0
1,11,AUDE,1,REG,0.0
1,11,AUDE,1,RPR,0.0
1,11,AUDE,1,SOC,19860.0
1,11,AUDE,1,UDF,0.0
1,11,AUDE,1,UDF-RPR,16431.0
1,11,AUDE,1,abstentions,10121.0
1,11,AUDE,1,blancs et nuls,2476.0
1,11,AUDE,2,COM,10340.0
1,11,AUDE,2,DVD,327.0
1,11,AUDE,2,DVG,0.0
1,11,AUDE,2,ECO,1340.0
1,11,AUDE,2,EXG,208.0
1,11,AUDE,2,FRN,7479.0
1,11,AUDE,2,RADICAUX GAUCHE,0.0
1,11,AUDE,2,REG,0.0
1,11,AUDE,2,RPR,0.0
1,11,AUDE,2,SOC,26499.0
1,11,AUDE,2,UDF,0.0
1,11,AUDE,2,UDF-RPR,19081.0
1,11,AUDE,2,abstentions,13873.0
1,11,AUDE,2,blancs et nuls,3262.0
1,11,AUDE,3,COM,5538.0
1,11,AUDE,3,DVD,259.0
1,11,AUDE,3,DVG,0.0
1,11,AUDE,3,ECO,1204.0
1,11,AUDE,3,EXG,211.0
1,11,AUDE,3,FRN,3561.0
1,11,AUDE,3,RADICAUX GAUCHE,0.0
1,11,AUDE,3,REG,0.0
1,11,AUDE,3,RPR,0.0
1,11,AUDE,3,SOC,24404.0
1,11,AUDE,3,UDF,0.0
1,11,AUDE,3,UDF-RPR,21755.0
1,11,AUDE,3,abstentions,10345.0
1,11,AUDE,3,blancs et nuls,2664.0
1,12,AVEYRON,1,COM,1793.0
1,12,AVEYRON,1,DVD,1736.0
1,12,AVEYRON,1,DVG,0.0
1,12,AVEYRON,1,ECO,0.0
1,12,AVEYRON,1,EXG,404.0
1,12,AVEYRON,1,FRN,2948.0
1,12,AVEYRON,1,RADICAUX GAUCHE,0.0
1,12,AVEYRON,1,REG,0.0
1,12,AVEYRON,1,RPR,0.0
1,12,AVEYRON,1,SOC,15694.0
1,12,AVEYRON,1,UDF,0.0
1,12,AVEYRON,1,UDF-RPR,29412.0
1,12,AVEYRON,1,abstentions,11574.0
1,12,AVEYRON,1,blancs et nuls,2696.0
1,12,AVEYRON,2,COM,4666.0
1,12,AVEYRON,2,DVD,3786.0
1,12,AVEYRON,2,DVG,0.0
1,12,AVEYRON,2,ECO,0.0
1,12,AVEYRON,2,EXG,393.0
1,12,AVEYRON,2,FRN,2215.0
1,12,AVEYRON,2,RADICAUX GAUCHE,0.0
1,12,AVEYRON,2,REG,0.0
1,12,AVEYRON,2,RPR,0.0
1,12,AVEYRON,2,SOC,25929.0
1,12,AVEYRON,2,UDF,0.0
1,12,AVEYRON,2,UDF-RPR,22805.0
1,12,AVEYRON,2,abstentions,12798.0
1,12,AVEYRON,2,blancs et nuls,3186.0
1,12,AVEYRON,3,COM,2662.0
1,12,AVEYRON,3,DVD,1081.0
1,12,AVEYRON,3,DVG,0.0
