tour,code_departement,departement,code_nuance,nuance,voix
2,94,VAL DE MARNE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,152800.0
2,94,VAL DE MARNE,SOC,SOCIALISTE,61121.0
2,94,VAL DE MARNE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,54515.0
2,94,VAL DE MARNE,abstentions,abstentions,236106.0
2,94,VAL DE MARNE,blancs_nuls,blancs_nuls,37595.0
2,95,VAL D'OISE,COM,COMMUNISTE,17797.0
2,95,VAL D'OISE,FRN,FRONT NATIONAL,42035.0
2,95,VAL D'OISE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,119747.0
2,95,VAL D'OISE,SOC,SOCIALISTE,57352.0
2,95,VAL D'OISE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,94980.0
2,95,VAL D'OISE,abstentions,abstentions,211698.0
2,95,VAL D'OISE,blancs_nuls,blancs_nuls,50584.0
2,971,GUADELOUPE,COM,COMMUNISTE,12651.0
2,971,GUADELOUPE,DVD,DIVERS DROITE,13744.0
2,971,GUADELOUPE,MAJ,MAJORITE PRESIDENTIELLE,23055.0
2,971,GUADELOUPE,SOC,SOCIALISTE,28271.0
2,971,GUADELOUPE,abstentions,abstentions,92419.0
2,971,GUADELOUPE,blancs_nuls,blancs_nuls,6613.0
2,972,MARTINIQUE,DVD,DIVERS DROITE,16208.0
2,972,MARTINIQUE,MAJ,MAJORITE PRESIDENTIELLE,38037.0
2,972,MARTINIQUE,REG,REGIONALISTE,17912.0
2,972,MARTINIQUE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,35651.0
2,972,MARTINIQUE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,8549.0
2,972,MARTINIQUE,abstentions,abstentions,107721.0
2,972,MARTINIQUE,blancs_nuls,blancs_nuls,7376.0
2,973,GUYANE,MAJ,MAJORITE PRESIDENTIELLE,9555.0
2,973,GUYANE,abstentions,abstentions,4899.0
2,973,GUYANE,blancs_nuls,blancs_nuls,561.0
2,974,LA REUNION,COM,COMMUNISTE,54098.0
2,974,LA REUNION,EXG,EXTREME GAUCHE,22509.0
2,974,LA REUNION,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,47081.0
2,974,LA REUNION,SOC,SOCIALISTE,22946.0
2,974,LA REUNION,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,23876.0
2,974,LA REUNION,abstentions,abstentions,90255.0
2,974,LA REUNION,blancs_nuls,blancs_nuls,9336.0
