tour,code_departement,departement,code_nuance,nuance,voix
1,01,AIN,COM,COMMUNISTE,11008.0
1,01,AIN,DIV,DIVERS,4759.0
1,01,AIN,EXG,EXTREME GAUCHE,1294.0
1,01,AIN,FRN,FRONT NATIONAL,28212.0
1,01,AIN,GEC,GENERATION ECOLOGIE,8680.0
1,01,AIN,MAJ,MAJORITE PRESIDENTIELLE,11300.0
1,01,AIN,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,43260.0
1,01,AIN,SOC,SOCIALISTE,22493.0
1,01,AIN,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,48702.0
1,01,AIN,VEC,VERTS ECOLOGIE,10516.0
1,01,AIN,abstentions,abstentions,102302.0
1,01,AIN,blancs_nuls,blancs_nuls,10666.0
1,02,AISNE,COM,COMMUNISTE,28126.0
1,02,AISNE,DIV,DIVERS,9518.0
1,02,AISNE,DVD,DIVERS DROITE,7469.0
1,02,AISNE,EXG,EXTREME GAUCHE,7577.0
1,02,AISNE,FRN,FRONT NATIONAL,31216.0
1,02,AISNE,GEC,GENERATION ECOLOGIE,5316.0
1,02,AISNE,RDG,RADICAL DE GAUCHE,1585.0
1,02,AISNE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,39526.0
1,02,AISNE,SOC,SOCIALISTE,55275.0
1,02,AISNE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,54273.0
1,02,AISNE,VEC,VERTS ECOLOGIE,8124.0
1,02,AISNE,abstentions,abstentions,109414.0
1,02,AISNE,blancs_nuls,blancs_nuls,13344.0
1,03,ALLIER,COM,COMMUNISTE,42849.0
1,03,ALLIER,DIV,DIVERS,6174.0
1,03,ALLIER,DVD,DIVERS DROITE,3277.0
1,03,ALLIER,EXG,EXTREME GAUCHE,871.0
1,03,ALLIER,FRN,FRONT NATIONAL,15569.0
1,03,ALLIER,GEC,GENERATION ECOLOGIE,5202.0
1,03,ALLIER,MAJ,MAJORITE PRESIDENTIELLE,456.0
1,03,ALLIER,RDG,RADICAL DE GAUCHE,7108.0
1,03,ALLIER,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,10882.0
1,03,ALLIER,SOC,SOCIALISTE,20825.0
1,03,ALLIER,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,55306.0
1,03,ALLIER,VEC,VERTS ECOLOGIE,5063.0
1,03,ALLIER,abstentions,abstentions,80066.0
1,03,ALLIER,blancs_nuls,blancs_nuls,10662.0
1,04,ALPES DE HAUTE PROVENCE,COM,COMMUNISTE,8499.0
1,04,ALPES DE HAUTE PROVENCE,DIV,DIVERS,1884.0
1,04,ALPES DE HAUTE PROVENCE,FRN,FRONT NATIONAL,9202.0
1,04,ALPES DE HAUTE PROVENCE,GEC,GENERATION ECOLOGIE,3232.0
1,04,ALPES DE HAUTE PROVENCE,MAJ,MAJORITE PRESIDENTIELLE,3780.0
1,04,ALPES DE HAUTE PROVENCE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,25460.0
1,04,ALPES DE HAUTE PROVENCE,SOC,SOCIALISTE,10859.0
1,04,ALPES DE HAUTE PROVENCE,VEC,VERTS ECOLOGIE,3954.0
1,04,ALPES DE HAUTE PROVENCE,abstentions,abstentions,29290.0
1,04,ALPES DE HAUTE PROVENCE,blancs_nuls,blancs_nuls,5032.0
1,05,HAUTES ALPES,COM,COMMUNISTE,4836.0
1,05,HAUTES ALPES,DIV,DIVERS,1760.0
1,05,HAUTES ALPES,EXG,EXTREME GAUCHE,103.0
1,05,HAUTES ALPES,FRN,FRONT NATIONAL,5621.0
1,05,HAUTES ALPES,GEC,GENERATION ECOLOGIE,1489.0
1,05,HAUTES ALPES,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,21963.0
1,05,HAUTES ALPES,SOC,SOCIALISTE,10936.0
1,05,HAUTES ALPES,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,5703.0
1,05,HAUTES ALPES,VEC,VERTS ECOLOGIE,4415.0
1,05,HAUTES ALPES,abstentions,abstentions,25387.0
1,05,HAUTES ALPES,blancs_nuls,blancs_nuls,3562.0
1,06,ALPES MARITIMES,COM,COMMUNISTE,35401.0
1,06,ALPES MARITIMES,DIV,DIVERS,16153.0
1,06,ALPES MARITIMES,DVD,DIVERS DROITE,7655.0
1,06,ALPES MARITIMES,EXD,EXTREME DROITE,1119.0
1,06,ALPES MARITIMES,EXG,EXTREME GAUCHE,897.0
1,06,ALPES MARITIMES,FRN,FRONT NATIONAL,99862.0
1,06,ALPES MARITIMES,GEC,GENERATION ECOLOGIE,12510.0
1,06,ALPES MARITIMES,MAJ,MAJORITE PRESIDENTIELLE,10562.0
1,06,ALPES MARITIMES,RDG,RADICAL DE GAUCHE,4432.0
1,06,ALPES MARITIMES,REG,REGIONALISTE,219.0
1,06,ALPES MARITIMES,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,94858.0
1,06,ALPES MARITIMES,SOC,SOCIALISTE,37293.0
1,06,ALPES MARITIMES,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,91907.0
1,06,ALPES MARITIMES,VEC,VERTS ECOLOGIE,16483.0
1,06,ALPES MARITIMES,abstentions,abstentions,226996.0
1,06,ALPES MARITIMES,blancs_nuls,blancs_nuls,15815.0
1,07,ARDECHE,COM,COMMUNISTE,13360.0
1,07,ARDECHE,DIV,DIVERS,2542.0
1,07,ARDECHE,DVD,DIVERS DROITE,1974.0
1,07,ARDECHE,EXG,EXTREME GAUCHE,1174.0
1,07,ARDECHE,FRN,FRONT NATIONAL,14324.0
1,07,ARDECHE,GEC,GENERATION ECOLOGIE,6221.0
1,07,ARDECHE,MAJ,MAJORITE PRESIDENTIELLE,159.0
1,07,ARDECHE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,30836.0
1,07,ARDECHE,SOC,SOCIALISTE,25650.0
1,07,ARDECHE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,36501.0
1,07,ARDECHE,VEC,VERTS ECOLOGIE,5004.0
1,07,ARDECHE,abstentions,abstentions,62631.0
1,07,ARDECHE,blancs_nuls,blancs_nuls,7844.0
1,08,ARDENNES,COM,COMMUNISTE,12677.0
1,08,ARDENNES,DIV,DIVERS,7057.0
1,08,ARDENNES,DVD,DIVERS DROITE,11523.0
1,08,ARDENNES,EXG,EXTREME GAUCHE,2167.0
1,08,ARDENNES,FRN,FRONT NATIONAL,16632.0
1,08,ARDENNES,GEC,GENERATION ECOLOGIE,5587.0
1,08,ARDENNES,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,8708.0
1,08,ARDENNES,SOC,SOCIALISTE,29087.0
1,08,ARDENNES,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,29161.0
1,08,ARDENNES,VEC,VERTS ECOLOGIE,2443.0
1,08,ARDENNES,abstentions,abstentions,65342.0
1,08,ARDENNES,blancs_nuls,blancs_nuls,6566.0
1,09,ARIEGE,COM,COMMUNISTE,8702.0
1,09,ARIEGE,DIV,DIVERS,2125.0
1,09,ARIEGE,DVD,DIVERS DROITE,25144.0
1,09,ARIEGE,FRN,FRONT NATIONAL,6224.0
1,09,ARIEGE,GEC,GENERATION ECOLOGIE,2338.0
1,09,ARIEGE,SOC,SOCIALISTE,26347.0
1,09,ARIEGE,VEC,VERTS ECOLOGIE,2566.0
1,09,ARIEGE,abstentions,abstentions,30035.0
1,09,ARIEGE,blancs_nuls,blancs_nuls,4706.0
1,10,AUBE,COM,COMMUNISTE,10125.0
1,10,AUBE,DIV,DIVERS,6692.0
1,10,AUBE,DVD,DIVERS DROITE,13261.0
1,10,AUBE,EXD,EXTREME DROITE,2125.0
1,10,AUBE,EXG,EXTREME GAUCHE,914.0
1,10,AUBE,FRN,FRONT NATIONAL,17046.0
1,10,AUBE,GEC,GENERATION ECOLOGIE,4679.0
1,10,AUBE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,25561.0
1,10,AUBE,SOC,SOCIALISTE,19787.0
1,10,AUBE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,20538.0
1,10,AUBE,VEC,VERTS ECOLOGIE,2617.0
1,10,AUBE,abstentions,abstentions,59000.0
1,10,AUBE,blancs_nuls,blancs_nuls,6603.0
1,11,AUDE,COM,COMMUNISTE,19378.0
1,11,AUDE,DIV,DIVERS,5976.0
1,11,AUDE,DVD,DIVERS DROITE,2370.0
1,11,AUDE,FRN,FRONT NATIONAL,18024.0
1,11,AUDE,GEC,GENERATION ECOLOGIE,3169.0
1,11,AUDE,MAJ,MAJORITE PRESIDENTIELLE,2104.0
1,11,AUDE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,38123.0
1,11,AUDE,SOC,SOCIALISTE,43260.0
1,11,AUDE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,13558.0
1,11,AUDE,VEC,VERTS ECOLOGIE,6762.0
1,11,AUDE,abstentions,abstentions,60337.0
1,11,AUDE,blancs_nuls,blancs_nuls,9848.0
1,12,AVEYRON,COM,COMMUNISTE,9462.0
1,12,AVEYRON,DIV,DIVERS,4495.0
1,12,AVEYRON,DVD,DIVERS DROITE,40462.0
1,12,AVEYRON,FRN,FRONT NATIONAL,5550.0
1,12,AVEYRON,GEC,GENERATION ECOLOGIE,3921.0
1,12,AVEYRON,MAJ,MAJORITE PRESIDENTIELLE,9917.0
1,12,AVEYRON,RDG,RADICAL DE GAUCHE,12228.0
1,12,AVEYRON,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,29555.0
1,12,AVEYRON,SOC,SOCIALISTE,6708.0
1,12,AVEYRON,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,17823.0
1,12,AVEYRON,VEC,VERTS ECOLOGIE,6444.0
1,12,AVEYRON,abstentions,abstentions,55536.0
1,12,AVEYRON,blancs_nuls,blancs_nuls,10789.0
1,13,BOUCHES DU RHONE,COM,COMMUNISTE,104477.0
1,13,BOUCHES DU RHONE,DIV,DIVERS,22772.0
1,13,BOUCHES DU RHONE,DVD,DIVERS DROITE,31887.0
1,13,BOUCHES DU RHONE,EXD,EXTREME DROITE,98.0
1,13,BOUCHES DU RHONE,EXG,EXTREME GAUCHE,6830.0
1,13,BOUCHES DU RHONE,FRN,FRONT NATIONAL,148538.0
1,13,BOUCHES DU RHONE,GEC,GENERATION ECOLOGIE,20294.0
1,13,BOUCHES DU RHONE,MAJ,MAJORITE PRESIDENTIELLE,6653.0
1,13,BOUCHES DU RHONE,RDG,RADICAL DE GAUCHE,31687.0
1,13,BOUCHES DU RHONE,REG,REGIONALISTE,556.0
1,13,BOUCHES DU RHONE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,85448.0
1,13,BOUCHES DU RHONE,SOC,SOCIALISTE,89323.0
1,13,BOUCHES DU RHONE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,120931.0
1,13,BOUCHES DU RHONE,VEC,VERTS ECOLOGIE,33699.0
1,13,BOUCHES DU RHONE,abstentions,abstentions,389408.0
1,13,BOUCHES DU RHONE,blancs_nuls,blancs_nuls,30379.0
1,14,CALVADOS,COM,COMMUNISTE,18076.0
1,14,CALVADOS,DIV,DIVERS,16002.0
1,14,CALVADOS,DVD,DIVERS DROITE,8463.0
1,14,CALVADOS,EXG,EXTREME GAUCHE,2821.0
1,14,CALVADOS,FRN,FRONT NATIONAL,26798.0
1,14,CALVADOS,GEC,GENERATION ECOLOGIE,9763.0
1,14,CALVADOS,MAJ,MAJORITE PRESIDENTIELLE,1249.0
1,14,CALVADOS,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,31112.0
1,14,CALVADOS,SOC,SOCIALISTE,60664.0
1,14,CALVADOS,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,92209.0
1,14,CALVADOS,VEC,VERTS ECOLOGIE,12708.0
1,14,CALVADOS,abstentions,abstentions,133200.0
1,14,CALVADOS,blancs_nuls,blancs_nuls,16111.0
1,15,CANTAL,COM,COMMUNISTE,4995.0
1,15,CANTAL,DVD,DIVERS DROITE,8125.0
1,15,CANTAL,FRN,FRONT NATIONAL,3902.0
1,15,CANTAL,GEC,GENERATION ECOLOGIE,871.0
1,15,CANTAL,MAJ,MAJORITE PRESIDENTIELLE,9660.0
1,15,CANTAL,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,26478.0
1,15,CANTAL,SOC,SOCIALISTE,13327.0
1,15,CANTAL,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,14918.0
1,15,CANTAL,VEC,VERTS ECOLOGIE,3142.0
1,15,CANTAL,abstentions,abstentions,36062.0
1,15,CANTAL,blancs_nuls,blancs_nuls,4338.0
1,16,CHARENTE,COM,COMMUNISTE,12496.0
1,16,CHARENTE,DIV,DIVERS,4714.0
1,16,CHARENTE,DVD,DIVERS DROITE,8632.0
1,16,CHARENTE,EXG,EXTREME GAUCHE,7120.0
1,16,CHARENTE,FRN,FRONT NATIONAL,12726.0
1,16,CHARENTE,GEC,GENERATION ECOLOGIE,4230.0
1,16,CHARENTE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,41013.0
1,16,CHARENTE,SOC,SOCIALISTE,32588.0
1,16,CHARENTE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,29151.0
1,16,CHARENTE,VEC,VERTS ECOLOGIE,6438.0
1,16,CHARENTE,abstentions,abstentions,81582.0
1,16,CHARENTE,blancs_nuls,blancs_nuls,12684.0
1,17,CHARENTE MARITIME,COM,COMMUNISTE,18120.0
1,17,CHARENTE MARITIME,DIV,DIVERS,9574.0
1,17,CHARENTE MARITIME,DVD,DIVERS DROITE,6453.0
1,17,CHARENTE MARITIME,EXG,EXTREME GAUCHE,1154.0
1,17,CHARENTE MARITIME,FRN,FRONT NATIONAL,25762.0
1,17,CHARENTE MARITIME,GEC,GENERATION ECOLOGIE,7092.0
1,17,CHARENTE MARITIME,MAJ,MAJORITE PRESIDENTIELLE,21416.0
1,17,CHARENTE MARITIME,RDG,RADICAL DE GAUCHE,14449.0
1,17,CHARENTE MARITIME,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,39887.0
1,17,CHARENTE MARITIME,SOC,SOCIALISTE,23640.0
1,17,CHARENTE MARITIME,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,64908.0
1,17,CHARENTE MARITIME,VEC,VERTS ECOLOGIE,11483.0
1,17,CHARENTE MARITIME,abstentions,abstentions,130275.0
1,17,CHARENTE MARITIME,blancs_nuls,blancs_nuls,15480.0
1,18,CHER,COM,COMMUNISTE,27762.0
1,18,CHER,DVD,DIVERS DROITE,8854.0
1,18,CHER,EXG,EXTREME GAUCHE,5015.0
1,18,CHER,FRN,FRONT NATIONAL,17258.0
1,18,CHER,GEC,GENERATION ECOLOGIE,8080.0
1,18,CHER,MAJ,MAJORITE PRESIDENTIELLE,12214.0
1,18,CHER,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,19044.0
1,18,CHER,SOC,SOCIALISTE,7171.0
1,18,CHER,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,39566.0
1,18,CHER,VEC,VERTS ECOLOGIE,2866.0
1,18,CHER,abstentions,abstentions,70646.0
1,18,CHER,blancs_nuls,blancs_nuls,8740.0
1,19,CORREZE,COM,COMMUNISTE,21550.0
1,19,CORREZE,DIV,DIVERS,2993.0
1,19,CORREZE,DVD,DIVERS DROITE,7283.0
1,19,CORREZE,FRN,FRONT NATIONAL,6172.0
1,19,CORREZE,GEC,GENERATION ECOLOGIE,2476.0
1,19,CORREZE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,65723.0
1,19,CORREZE,SOC,SOCIALISTE,27693.0
1,19,CORREZE,VEC,VERTS ECOLOGIE,3011.0
1,19,CORREZE,abstentions,abstentions,40931.0
1,19,CORREZE,blancs_nuls,blancs_nuls,7109.0
1,21,COTE D'OR,COM,COMMUNISTE,11196.0
1,21,COTE D'OR,DIV,DIVERS,9031.0
1,21,COTE D'OR,DVD,DIVERS DROITE,14609.0
1,21,COTE D'OR,EXD,EXTREME DROITE,1522.0
1,21,COTE D'OR,EXG,EXTREME GAUCHE,4548.0
1,21,COTE D'OR,FRN,FRONT NATIONAL,25542.0
1,21,COTE D'OR,GEC,GENERATION ECOLOGIE,6051.0
1,21,COTE D'OR,RDG,RADICAL DE GAUCHE,6643.0
1,21,COTE D'OR,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,56568.0
1,21,COTE D'OR,SOC,SOCIALISTE,38485.0
1,21,COTE D'OR,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,19120.0
1,21,COTE D'OR,VEC,VERTS ECOLOGIE,9776.0
1,21,COTE D'OR,abstentions,abstentions,104319.0
1,21,COTE D'OR,blancs_nuls,blancs_nuls,12348.0
1,22,COTES D'ARMOR,COM,COMMUNISTE,34258.0
1,22,COTES D'ARMOR,DIV,DIVERS,8752.0
1,22,COTES D'ARMOR,DVD,DIVERS DROITE,19039.0
1,22,COTES D'ARMOR,EXG,EXTREME GAUCHE,2981.0
1,22,COTES D'ARMOR,FRN,FRONT NATIONAL,18314.0
1,22,COTES D'ARMOR,GEC,GENERATION ECOLOGIE,8887.0
1,22,COTES D'ARMOR,MAJ,MAJORITE PRESIDENTIELLE,307.0
1,22,COTES D'ARMOR,REG,REGIONALISTE,216.0
1,22,COTES D'ARMOR,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,35810.0
1,22,COTES D'ARMOR,SOC,SOCIALISTE,81578.0
1,22,COTES D'ARMOR,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,71396.0
1,22,COTES D'ARMOR,VEC,VERTS ECOLOGIE,12853.0
1,22,COTES D'ARMOR,abstentions,abstentions,109468.0
1,22,COTES D'ARMOR,blancs_nuls,blancs_nuls,14351.0
1,23,CREUSE,COM,COMMUNISTE,6840.0
1,23,CREUSE,DIV,DIVERS,1480.0
1,23,CREUSE,DVD,DIVERS DROITE,10546.0
1,23,CREUSE,EXG,EXTREME GAUCHE,2363.0
1,23,CREUSE,FRN,FRONT NATIONAL,3772.0
1,23,CREUSE,GEC,GENERATION ECOLOGIE,1541.0
1,23,CREUSE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,17610.0
1,23,CREUSE,SOC,SOCIALISTE,17707.0
1,23,CREUSE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,7384.0
1,23,CREUSE,VEC,VERTS ECOLOGIE,1417.0
1,23,CREUSE,abstentions,abstentions,32919.0
1,23,CREUSE,blancs_nuls,blancs_nuls,4182.0
1,24,DORDOGNE,COM,COMMUNISTE,34349.0
1,24,DORDOGNE,DIV,DIVERS,8475.0
1,24,DORDOGNE,DVD,DIVERS DROITE,1715.0
1,24,DORDOGNE,EXD,EXTREME DROITE,321.0
1,24,DORDOGNE,EXG,EXTREME GAUCHE,884.0
1,24,DORDOGNE,FRN,FRONT NATIONAL,14369.0
1,24,DORDOGNE,GEC,GENERATION ECOLOGIE,9742.0
1,24,DORDOGNE,MAJ,MAJORITE PRESIDENTIELLE,1172.0
1,24,DORDOGNE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,72211.0
1,24,DORDOGNE,SOC,SOCIALISTE,47620.0
1,24,DORDOGNE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,18154.0
1,24,DORDOGNE,VEC,VERTS ECOLOGIE,3438.0
1,24,DORDOGNE,abstentions,abstentions,78285.0
1,24,DORDOGNE,blancs_nuls,blancs_nuls,15290.0
1,25,DOUBS,COM,COMMUNISTE,6956.0
1,25,DOUBS,DIV,DIVERS,7125.0
1,25,DOUBS,DVD,DIVERS DROITE,1251.0
1,25,DOUBS,EXG,EXTREME GAUCHE,18207.0
1,25,DOUBS,FRN,FRONT NATIONAL,25361.0
1,25,DOUBS,GEC,GENERATION ECOLOGIE,6633.0
1,25,DOUBS,MAJ,MAJORITE PRESIDENTIELLE,880.0
1,25,DOUBS,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,67523.0
1,25,DOUBS,SOC,SOCIALISTE,42388.0
1,25,DOUBS,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,27053.0
1,25,DOUBS,VEC,VERTS ECOLOGIE,6527.0
1,25,DOUBS,abstentions,abstentions,93686.0
1,25,DOUBS,blancs_nuls,blancs_nuls,13974.0
1,26,DROME,COM,COMMUNISTE,15138.0
1,26,DROME,DIV,DIVERS,5122.0
1,26,DROME,DVD,DIVERS DROITE,4322.0
1,26,DROME,EXD,EXTREME DROITE,541.0
1,26,DROME,EXG,EXTREME GAUCHE,801.0
1,26,DROME,FRN,FRONT NATIONAL,25681.0
1,26,DROME,GEC,GENERATION ECOLOGIE,11881.0
1,26,DROME,MAJ,MAJORITE PRESIDENTIELLE,410.0
1,26,DROME,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,27079.0
1,26,DROME,SOC,SOCIALISTE,40149.0
1,26,DROME,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,43731.0
1,26,DROME,VEC,VERTS ECOLOGIE,11035.0
1,26,DROME,abstentions,abstentions,89791.0
1,26,DROME,blancs_nuls,blancs_nuls,10666.0
1,27,EURE,COM,COMMUNISTE,22595.0
1,27,EURE,DIV,DIVERS,11278.0
1,27,EURE,DVD,DIVERS DROITE,483.0
1,27,EURE,EXD,EXTREME DROITE,426.0
1,27,EURE,EXG,EXTREME GAUCHE,1033.0
1,27,EURE,FRN,FRONT NATIONAL,36228.0
1,27,EURE,GEC,GENERATION ECOLOGIE,6217.0
1,27,EURE,MAJ,MAJORITE PRESIDENTIELLE,8493.0
1,27,EURE,RDG,RADICAL DE GAUCHE,5448.0
1,27,EURE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,53618.0
1,27,EURE,SOC,SOCIALISTE,31223.0
1,27,EURE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,49358.0
1,27,EURE,VEC,VERTS ECOLOGIE,10081.0
1,27,EURE,abstentions,abstentions,99997.0
1,27,EURE,blancs_nuls,blancs_nuls,11921.0
1,28,EURE ET LOIR,COM,COMMUNISTE,10792.0
1,28,EURE ET LOIR,DIV,DIVERS,5107.0
1,28,EURE ET LOIR,DVD,DIVERS DROITE,7055.0
1,28,EURE ET LOIR,EXD,EXTREME DROITE,1199.0
1,28,EURE ET LOIR,EXG,EXTREME GAUCHE,1073.0
1,28,EURE ET LOIR,FRN,FRONT NATIONAL,35231.0
1,28,EURE ET LOIR,GEC,GENERATION ECOLOGIE,2748.0
1,28,EURE ET LOIR,MAJ,MAJORITE PRESIDENTIELLE,9875.0
1,28,EURE ET LOIR,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,31271.0
1,28,EURE ET LOIR,SOC,SOCIALISTE,29562.0
1,28,EURE ET LOIR,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,34756.0
1,28,EURE ET LOIR,VEC,VERTS ECOLOGIE,9963.0
1,28,EURE ET LOIR,abstentions,abstentions,78121.0
1,28,EURE ET LOIR,blancs_nuls,blancs_nuls,10082.0
1,29,FINISTERE,COM,COMMUNISTE,23694.0
1,29,FINISTERE,DIV,DIVERS,15453.0
1,29,FINISTERE,DVD,DIVERS DROITE,27568.0
1,29,FINISTERE,EXG,EXTREME GAUCHE,8416.0
1,29,FINISTERE,FRN,FRONT NATIONAL,31557.0
1,29,FINISTERE,GEC,GENERATION ECOLOGIE,10165.0
1,29,FINISTERE,REG,REGIONALISTE,295.0
1,29,FINISTERE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,88719.0
1,29,FINISTERE,SOC,SOCIALISTE,102236.0
1,29,FINISTERE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,84862.0
1,29,FINISTERE,VEC,VERTS ECOLOGIE,20009.0
1,29,FINISTERE,abstentions,abstentions,185896.0
1,29,FINISTERE,blancs_nuls,blancs_nuls,22423.0
1,2A,CORSE SUD,COM,COMMUNISTE,5009.0
1,2A,CORSE SUD,DIV,DIVERS,962.0
1,2A,CORSE SUD,DVD,DIVERS DROITE,7537.0
1,2A,CORSE SUD,FRN,FRONT NATIONAL,2727.0
1,2A,CORSE SUD,REG,REGIONALISTE,11264.0
1,2A,CORSE SUD,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,10561.0
1,2A,CORSE SUD,SOC,SOCIALISTE,2119.0
1,2A,CORSE SUD,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,7888.0
1,2A,CORSE SUD,abstentions,abstentions,24344.0
1,2A,CORSE SUD,blancs_nuls,blancs_nuls,1719.0
1,2B,HAUTE CORSE,COM,COMMUNISTE,3847.0
1,2B,HAUTE CORSE,DIV,DIVERS,1013.0
1,2B,HAUTE CORSE,DVD,DIVERS DROITE,11172.0
1,2B,HAUTE CORSE,FRN,FRONT NATIONAL,2100.0
1,2B,HAUTE CORSE,RDG,RADICAL DE GAUCHE,11812.0
1,2B,HAUTE CORSE,REG,REGIONALISTE,11669.0
1,2B,HAUTE CORSE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,8097.0
1,2B,HAUTE CORSE,SOC,SOCIALISTE,2244.0
1,2B,HAUTE CORSE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,9313.0
1,2B,HAUTE CORSE,abstentions,abstentions,28206.0
1,2B,HAUTE CORSE,blancs_nuls,blancs_nuls,1487.0
1,30,GARD,COM,COMMUNISTE,43711.0
1,30,GARD,DIV,DIVERS,10396.0
1,30,GARD,DVD,DIVERS DROITE,31780.0
1,30,GARD,EXD,EXTREME DROITE,218.0
1,30,GARD,EXG,EXTREME GAUCHE,3179.0
1,30,GARD,FRN,FRONT NATIONAL,47252.0
1,30,GARD,GEC,GENERATION ECOLOGIE,6570.0
1,30,GARD,MAJ,MAJORITE PRESIDENTIELLE,32779.0
1,30,GARD,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,38755.0
1,30,GARD,SOC,SOCIALISTE,21319.0
1,30,GARD,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,17564.0
1,30,GARD,VEC,VERTS ECOLOGIE,12099.0
1,30,GARD,abstentions,abstentions,125247.0
1,30,GARD,blancs_nuls,blancs_nuls,16407.0
1,31,HAUTE GARONNE,COM,COMMUNISTE,30398.0
1,31,HAUTE GARONNE,DIV,DIVERS,21159.0
1,31,HAUTE GARONNE,DVD,DIVERS DROITE,1100.0
1,31,HAUTE GARONNE,EXG,EXTREME GAUCHE,9980.0
1,31,HAUTE GARONNE,FRN,FRONT NATIONAL,45810.0
1,31,HAUTE GARONNE,GEC,GENERATION ECOLOGIE,15436.0
1,31,HAUTE GARONNE,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,80906.0
1,31,HAUTE GARONNE,SOC,SOCIALISTE,107053.0
1,31,HAUTE GARONNE,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,84028.0
1,31,HAUTE GARONNE,VEC,VERTS ECOLOGIE,16692.0
1,31,HAUTE GARONNE,abstentions,abstentions,180309.0
1,31,HAUTE GARONNE,blancs_nuls,blancs_nuls,25656.0
1,32,GERS,COM,COMMUNISTE,7419.0
1,32,GERS,DIV,DIVERS,4415.0
1,32,GERS,DVD,DIVERS DROITE,1145.0
1,32,GERS,FRN,FRONT NATIONAL,6798.0
1,32,GERS,GEC,GENERATION ECOLOGIE,2617.0
1,32,GERS,RPR,RASSEMBLEMENT POUR LA REPUBLIQUE,14974.0
1,32,GERS,SOC,SOCIALISTE,23842.0
1,32,GERS,UDF,UNION POUR LA DEMOCRATIE FRANCAISE,28921.0
1,32,GERS,VEC,VERTS ECOLOGIE,2940.0
1,32,GERS,abstentions,abstentions,37579.0
1,32,GERS,blancs_nuls,blancs_nuls,6852.0
1,33,GIRONDE,COM,COMMUNISTE,40851.0
1,33,GIRONDE,DIV,DIVERS,47642.0
