code_departement,departement,code_commune,commune,nuuance,voix
01,AIN,004,AMBERIEU-EN-BUGEY,Extrême gauche,0.0
01,AIN,033,BELLEGARDE-SUR-VALSERINE,Extrême gauche,0.0
01,AIN,053,BOURG-EN-BRESSE,Extrême gauche,437.0
01,AIN,283,OYONNAX,Extrême gauche,0.0
02,AISNE,168,CHATEAU-THIERRY,Extrême gauche,0.0
02,AISNE,173,CHAUNY,Extrême gauche,0.0
02,AISNE,381,HIRSON,Extrême gauche,0.0
02,AISNE,408,LAON,Extrême gauche,0.0
02,AISNE,691,SAINT-QUENTIN,Extrême gauche,0.0
02,AISNE,722,SOISSONS,Extrême gauche,0.0
02,AISNE,738,TERGNIER,Extrême gauche,0.0
03,ALLIER,082,COMMENTRY,Extrême gauche,0.0
03,ALLIER,095,CUSSET,Extrême gauche,0.0
03,ALLIER,185,MONTLUCON,Extrême gauche,0.0
03,ALLIER,190,MOULINS,Extrême gauche,0.0
03,ALLIER,310,VICHY,Extrême gauche,0.0
03,ALLIER,321,YZEURE,Extrême gauche,0.0
04,ALPES-DE-HAUTE-PROVENCE,070,DIGNE-LES-BAINS,Extrême gauche,284.0
04,ALPES-DE-HAUTE-PROVENCE,112,MANOSQUE,Extrême gauche,231.0
05,HAUTES-ALPES,023,BRIANCON,Extrême gauche,0.0
05,HAUTES-ALPES,061,GAP,Extrême gauche,0.0
06,ALPES-MARITIMES,004,ANTIBES,Extrême gauche,0.0
06,ALPES-MARITIMES,012,BEAUSOLEIL,Extrême gauche,0.0
06,ALPES-MARITIMES,027,CAGNES-SUR-MER,Extrême gauche,0.0
06,ALPES-MARITIMES,029,CANNES,Extrême gauche,0.0
06,ALPES-MARITIMES,030,LE CANNET,Extrême gauche,0.0
06,ALPES-MARITIMES,069,GRASSE,Extrême gauche,0.0
06,ALPES-MARITIMES,079,MANDELIEU-LA-NAPOULE,Extrême gauche,0.0
06,ALPES-MARITIMES,083,MENTON,Extrême gauche,0.0
06,ALPES-MARITIMES,085,MOUGINS,Extrême gauche,0.0
06,ALPES-MARITIMES,088,NICE,Extrême gauche,0.0
06,ALPES-MARITIMES,104,ROQUEBRUNE-CAP-MARTIN,Extrême gauche,0.0
06,ALPES-MARITIMES,123,SAINT-LAURENT-DU-VAR,Extrême gauche,0.0
06,ALPES-MARITIMES,155,VALLAURIS,Extrême gauche,0.0
06,ALPES-MARITIMES,157,VENCE,Extrême gauche,0.0
07,ARDECHE,010,ANNONAY,Extrême gauche,0.0
07,ARDECHE,019,AUBENAS,Extrême gauche,0.0
07,ARDECHE,102,GUILHERAND-GRANGES,Extrême gauche,0.0
07,ARDECHE,186,PRIVAS,Extrême gauche,0.0
07,ARDECHE,324,TOURNON-SUR-RHONE,Extrême gauche,0.0
08,ARDENNES,105,CHARLEVILLE-MEZIERES,Extrême gauche,0.0
08,ARDENNES,363,REVIN,Extrême gauche,0.0
08,ARDENNES,409,SEDAN,Extrême gauche,0.0
09,ARIEGE,122,FOIX,Extrême gauche,0.0
09,ARIEGE,225,PAMIERS,Extrême gauche,0.0
10,AUBE,081,LA CHAPELLE-SAINT-LUC,Extrême gauche,0.0
10,AUBE,323,ROMILLY-SUR-SEINE,Extrême gauche,0.0
10,AUBE,333,SAINT-ANDRE-LES-VERGERS,Extrême gauche,0.0
10,AUBE,362,SAINTE-SAVINE,Extrême gauche,0.0
10,AUBE,387,TROYES,Extrême gauche,0.0
11,AUDE,069,CARCASSONNE,Extrême gauche,0.0
11,AUDE,076,CASTELNAUDARY,Extrême gauche,0.0
11,AUDE,206,LIMOUX,Extrême gauche,0.0
11,AUDE,262,NARBONNE,Extrême gauche,0.0
12,AVEYRON,145,MILLAU,Extrême gauche,0.0
12,AVEYRON,176,ONET-LE-CHATEAU,Extrême gauche,0.0
12,AVEYRON,202,RODEZ,Extrême gauche,0.0
12,AVEYRON,300,VILLEFRANCHE-DE-ROUERGUE,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,001,AIX-EN-PROVENCE,Extrême gauche,845.0
13,BOUCHES-DU-RHONE,002,ALLAUCH,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,004,ARLES,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,005,AUBAGNE,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,014,BERRE-L'ETANG,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,026,CHATEAUNEUF-LES-MARTIGUES,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,027,CHATEAURENARD,Extrême gauche,100.0
13,BOUCHES-DU-RHONE,028,LA CIOTAT,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,039,FOS-SUR-MER,Extrême gauche,117.0
13,BOUCHES-DU-RHONE,041,GARDANNE,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,047,ISTRES,Extrême gauche,224.0
13,BOUCHES-DU-RHONE,054,MARIGNANE,Extrême gauche,7.0
13,BOUCHES-DU-RHONE,055,MARSEILLE,Extrême gauche,1916.0
13,BOUCHES-DU-RHONE,056,MARTIGUES,Extrême gauche,260.0
13,BOUCHES-DU-RHONE,063,MIRAMAS,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,071,LES PENNES-MIRABEAU,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,077,PORT-DE-BOUC,Extrême gauche,95.0
13,BOUCHES-DU-RHONE,078,PORT-SAINT-LOUIS-DU-RHONE,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,081,ROGNAC,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,097,SAINT-MARTIN-DE-CRAU,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,103,SALON-DE-PROVENCE,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,106,SEPTEMES-LES-VALLONS,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,108,TARASCON,Extrême gauche,0.0
13,BOUCHES-DU-RHONE,117,VITROLLES,Extrême gauche,7.0
14,CALVADOS,047,BAYEUX,Extrême gauche,131.0
14,CALVADOS,118,CAEN,Extrême gauche,221.0
14,CALVADOS,327,HEROUVILLE-SAINT-CLAIR,Extrême gauche,138.0
14,CALVADOS,366,LISIEUX,Extrême gauche,238.0
14,CALVADOS,437,MONDEVILLE,Extrême gauche,51.0
14,CALVADOS,762,VIRE,Extrême gauche,0.0
15,CANTAL,014,AURILLAC,Extrême gauche,0.0
16,CHARENTE,015,ANGOULEME,Extrême gauche,0.0
16,CHARENTE,102,COGNAC,Extrême gauche,0.0
16,CHARENTE,374,SOYAUX,Extrême gauche,0.0
17,CHARENTE-MARITIME,299,ROCHEFORT,Extrême gauche,0.0
17,CHARENTE-MARITIME,300,LA ROCHELLE,Extrême gauche,0.0
17,CHARENTE-MARITIME,306,ROYAN,Extrême gauche,0.0
17,CHARENTE-MARITIME,415,SAINTES,Extrême gauche,0.0
18,CHER,033,BOURGES,Extrême gauche,0.0
18,CHER,197,SAINT-AMAND-MONTROND,Extrême gauche,0.0
18,CHER,279,VIERZON,Extrême gauche,0.0
19,CORREZE,031,BRIVE-LA-GAILLARDE,Extrême gauche,0.0
19,CORREZE,272,TULLE,Extrême gauche,0.0
19,CORREZE,275,USSEL,Extrême gauche,0.0
2A,CORSE-DU-SUD,004,AJACCIO,Extrême gauche,0.0
2B,HAUTE-CORSE,033,BASTIA,Extrême gauche,0.0
21,COTE-D'OR,054,BEAUNE,Extrême gauche,0.0
21,COTE-D'OR,166,CHENOVE,Extrême gauche,94.0
21,COTE-D'OR,231,DIJON,Extrême gauche,130.0
21,COTE-D'OR,617,TALANT,Extrême gauche,0.0
22,COTES-D'ARMOR,050,DINAN,Extrême gauche,0.0
22,COTES-D'ARMOR,093,LAMBALLE,Extrême gauche,0.0
22,COTES-D'ARMOR,113,LANNION,Extrême gauche,0.0
22,COTES-D'ARMOR,136,LOUDEAC,Extrême gauche,0.0
22,COTES-D'ARMOR,187,PLERIN,Extrême gauche,0.0
22,COTES-D'ARMOR,215,PLOUFRAGAN,Extrême gauche,0.0
22,COTES-D'ARMOR,278,SAINT-BRIEUC,Extrême gauche,0.0
23,CREUSE,096,GUERET,Extrême gauche,153.0
24,DORDOGNE,037,BERGERAC,Extrême gauche,0.0
24,DORDOGNE,322,PERIGUEUX,Extrême gauche,0.0
24,DORDOGNE,520,SARLAT-LA-CANEDA,Extrême gauche,0.0
25,DOUBS,031,AUDINCOURT,Extrême gauche,33.0
25,DOUBS,056,BESANCON,Extrême gauche,2158.0
25,DOUBS,057,BETHONCOURT,Extrême gauche,0.0
25,DOUBS,388,MONTBELIARD,Extrême gauche,0.0
25,DOUBS,462,PONTARLIER,Extrême gauche,0.0
25,DOUBS,580,VALENTIGNEY,Extrême gauche,24.0
26,DROME,058,BOURG-LES-VALENCE,Extrême gauche,0.0
26,DROME,198,MONTELIMAR,Extrême gauche,0.0
26,DROME,235,PIERRELATTE,Extrême gauche,0.0
26,DROME,281,ROMANS-SUR-ISERE,Extrême gauche,0.0
26,DROME,362,VALENCE,Extrême gauche,0.0
27,EURE,056,BERNAY,Extrême gauche,0.0
27,EURE,229,EVREUX,Extrême gauche,0.0
27,EURE,375,LOUVIERS,Extrême gauche,0.0
27,EURE,467,PONT-AUDEMER,Extrême gauche,0.0
27,EURE,681,VERNON,Extrême gauche,0.0
28,EURE-ET-LOIR,085,CHARTRES,Extrême gauche,0.0
28,EURE-ET-LOIR,088,CHATEAUDUN,Extrême gauche,0.0
28,EURE-ET-LOIR,134,DREUX,Extrême gauche,206.0
28,EURE-ET-LOIR,218,LUCE,Extrême gauche,0.0
28,EURE-ET-LOIR,229,MAINVILLIERS,Extrême gauche,0.0
28,EURE-ET-LOIR,280,NOGENT-LE-ROTROU,Extrême gauche,0.0
28,EURE-ET-LOIR,404,VERNOUILLET,Extrême gauche,99.0
29,FINISTERE,019,BREST,Extrême gauche,0.0
29,FINISTERE,039,CONCARNEAU,Extrême gauche,919.0
29,FINISTERE,046,DOUARNENEZ,Extrême gauche,0.0
29,FINISTERE,075,GUIPAVAS,Extrême gauche,0.0
29,FINISTERE,103,LANDERNEAU,Extrême gauche,0.0
29,FINISTERE,151,MORLAIX,Extrême gauche,0.0
29,FINISTERE,189,PLOUGASTEL-DAOULAS,Extrême gauche,293.0
29,FINISTERE,232,QUIMPER,Extrême gauche,689.0
29,FINISTERE,233,QUIMPERLE,Extrême gauche,50.0
29,FINISTERE,235,LE RELECQ-KERHUON,Extrême gauche,0.0
30,GARD,007,ALES,Extrême gauche,280.0
30,GARD,028,BAGNOLS-SUR-CEZE,Extrême gauche,0.0
30,GARD,032,BEAUCAIRE,Extrême gauche,0.0
30,GARD,189,NIMES,Extrême gauche,0.0
30,GARD,258,SAINT-GILLES,Extrême gauche,0.0
30,GARD,341,VAUVERT,Extrême gauche,0.0
30,GARD,351,VILLENEUVE-LES-AVIGNON,Extrême gauche,0.0
31,HAUTE-GARONNE,069,BLAGNAC,Extrême gauche,0.0
31,HAUTE-GARONNE,149,COLOMIERS,Extrême gauche,0.0
31,HAUTE-GARONNE,157,CUGNAUX,Extrême gauche,0.0
31,HAUTE-GARONNE,395,MURET,Extrême gauche,0.0
31,HAUTE-GARONNE,446,RAMONVILLE-SAINT-AGNE,Extrême gauche,323.0
31,HAUTE-GARONNE,483,SAINT-GAUDENS,Extrême gauche,0.0
31,HAUTE-GARONNE,555,TOULOUSE,Extrême gauche,1373.0
31,HAUTE-GARONNE,561,L'UNION,Extrême gauche,0.0
32,GERS,013,AUCH,Extrême gauche,0.0
33,GIRONDE,009,ARCACHON,Extrême gauche,0.0
33,GIRONDE,039,BEGLES,Extrême gauche,0.0
33,GIRONDE,056,BLANQUEFORT,Extrême gauche,0.0
33,GIRONDE,063,BORDEAUX,Extrême gauche,0.0
33,GIRONDE,069,LE BOUSCAT,Extrême gauche,0.0
33,GIRONDE,119,CENON,Extrême gauche,0.0
33,GIRONDE,122,CESTAS,Extrême gauche,0.0
33,GIRONDE,162,EYSINES,Extrême gauche,0.0
33,GIRONDE,167,FLOIRAC,Extrême gauche,0.0
33,GIRONDE,192,GRADIGNAN,Extrême gauche,0.0
33,GIRONDE,243,LIBOURNE,Extrême gauche,0.0
33,GIRONDE,249,LORMONT,Extrême gauche,0.0
33,GIRONDE,281,MERIGNAC,Extrême gauche,0.0
33,GIRONDE,318,PESSAC,Extrême gauche,0.0
33,GIRONDE,449,SAINT-MEDARD-EN-JALLES,Extrême gauche,0.0
33,GIRONDE,522,TALENCE,Extrême gauche,0.0
33,GIRONDE,529,LA TESTE-DE-BUCH,Extrême gauche,0.0
33,GIRONDE,550,VILLENAVE-D'ORNON,Extrême gauche,0.0
34,HERAULT,003,AGDE,Extrême gauche,0.0
34,HERAULT,032,BEZIERS,Extrême gauche,0.0
34,HERAULT,057,CASTELNAU-LE-LEZ,Extrême gauche,0.0
34,HERAULT,108,FRONTIGNAN,Extrême gauche,0.0
34,HERAULT,145,LUNEL,Extrême gauche,0.0
34,HERAULT,154,MAUGUIO,Extrême gauche,0.0
34,HERAULT,172,MONTPELLIER,Extrême gauche,0.0
34,HERAULT,301,SETE,Extrême gauche,0.0
35,ILLE-ET-VILAINE,051,CESSON-SEVIGNE,Extrême gauche,0.0
35,ILLE-ET-VILAINE,093,DINARD,Extrême gauche,0.0
35,ILLE-ET-VILAINE,115,FOUGERES,Extrême gauche,0.0
35,ILLE-ET-VILAINE,236,REDON,Extrême gauche,0.0
35,ILLE-ET-VILAINE,238,RENNES,Extrême gauche,2052.0
35,ILLE-ET-VILAINE,288,SAINT-MALO,Extrême gauche,0.0
35,ILLE-ET-VILAINE,360,VITRE,Extrême gauche,0.0
36,INDRE,044,CHATEAUROUX,Extrême gauche,822.0
36,INDRE,088,ISSOUDUN,Extrême gauche,0.0
37,INDRE-ET-LOIRE,003,AMBOISE,Extrême gauche,0.0
37,INDRE-ET-LOIRE,122,JOUE-LES-TOURS,Extrême gauche,0.0
37,INDRE-ET-LOIRE,208,SAINT-AVERTIN,Extrême gauche,0.0
37,INDRE-ET-LOIRE,214,SAINT-CYR-SUR-LOIRE,Extrême gauche,0.0
37,INDRE-ET-LOIRE,233,SAINT-PIERRE-DES-CORPS,Extrême gauche,0.0
37,INDRE-ET-LOIRE,261,TOURS,Extrême gauche,0.0
38,ISERE,053,BOURGOIN-JALLIEU,Extrême gauche,131.0
38,ISERE,151,ECHIROLLES,Extrême gauche,0.0
38,ISERE,169,FONTAINE,Extrême gauche,172.0
38,ISERE,185,GRENOBLE,Extrême gauche,928.0
38,ISERE,229,MEYLAN,Extrême gauche,0.0
38,ISERE,317,LE PONT-DE-CLAIX,Extrême gauche,67.0
38,ISERE,382,SAINT-EGREVE,Extrême gauche,0.0
38,ISERE,421,SAINT-MARTIN-D'HERES,Extrême gauche,0.0
38,ISERE,485,SEYSSINET-PARISET,Extrême gauche,129.0
38,ISERE,544,VIENNE,Extrême gauche,315.0
38,ISERE,553,VILLEFONTAINE,Extrême gauche,250.0
38,ISERE,563,VOIRON,Extrême gauche,0.0
39,JURA,097,CHAMPAGNOLE,Extrême gauche,0.0
39,JURA,198,DOLE,Extrême gauche,0.0
39,JURA,300,LONS-LE-SAUNIER,Extrême gauche,0.0
39,JURA,478,SAINT-CLAUDE,Extrême gauche,0.0
40,LANDES,088,DAX,Extrême gauche,0.0
40,LANDES,192,MONT-DE-MARSAN,Extrême gauche,0.0
40,LANDES,279,SAINT-PAUL-LES-DAX,Extrême gauche,0.0
41,LOIR-ET-CHER,018,BLOIS,Extrême gauche,0.0
41,LOIR-ET-CHER,194,ROMORANTIN-LANTHENAY,Extrême gauche,0.0
41,LOIR-ET-CHER,269,VENDOME,Extrême gauche,0.0
42,LOIRE,044,LE CHAMBON-FEUGEROLLES,Extrême gauche,0.0
42,LOIRE,095,FIRMINY,Extrême gauche,0.0
42,LOIRE,147,MONTBRISON,Extrême gauche,0.0
42,LOIRE,183,LA RICAMARIE,Extrême gauche,0.0
42,LOIRE,186,RIVE-DE-GIER,Extrême gauche,0.0
42,LOIRE,187,ROANNE,Extrême gauche,0.0
42,LOIRE,189,ROCHE-LA-MOLIERE,Extrême gauche,0.0
42,LOIRE,207,SAINT-CHAMOND,Extrême gauche,0.0
42,LOIRE,218,SAINT-ETIENNE,Extrême gauche,0.0
42,LOIRE,279,SAINT-JUST-SAINT-RAMBERT,Extrême gauche,0.0
43,HAUTE-LOIRE,157,LE PUY-EN-VELAY,Extrême gauche,153.0
44,LOIRE-ATLANTIQUE,020,BOUGUENAIS,Extrême gauche,217.0
44,LOIRE-ATLANTIQUE,026,CARQUEFOU,Extrême gauche,0.0
44,LOIRE-ATLANTIQUE,035,LA CHAPELLE-SUR-ERDRE,Extrême gauche,0.0
44,LOIRE-ATLANTIQUE,036,CHATEAUBRIANT,Extrême gauche,0.0
44,LOIRE-ATLANTIQUE,047,COUERON,Extrême gauche,0.0
44,LOIRE-ATLANTIQUE,055,LA BAULE-ESCOUBLAC,Extrême gauche,0.0
44,LOIRE-ATLANTIQUE,069,GUERANDE,Extrême gauche,0.0
44,LOIRE-ATLANTIQUE,109,NANTES,Extrême gauche,90.0
44,LOIRE-ATLANTIQUE,114,ORVAULT,Extrême gauche,0.0
44,LOIRE-ATLANTIQUE,143,REZE,Extrême gauche,338.0
44,LOIRE-ATLANTIQUE,162,SAINT-HERBLAIN,Extrême gauche,0.0
44,LOIRE-ATLANTIQUE,184,SAINT-NAZAIRE,Extrême gauche,1513.0
44,LOIRE-ATLANTIQUE,190,SAINT-SEBASTIEN-SUR-LOIRE,Extrême gauche,195.0
44,LOIRE-ATLANTIQUE,215,VERTOU,Extrême gauche,0.0
45,LOIRET,004,AMILLY,Extrême gauche,0.0
45,LOIRET,068,CHALETTE-SUR-LOING,Extrême gauche,0.0
45,LOIRET,147,FLEURY-LES-AUBRAIS,Extrême gauche,0.0
45,LOIRET,155,GIEN,Extrême gauche,0.0
45,LOIRET,208,MONTARGIS,Extrême gauche,0.0
45,LOIRET,232,OLIVET,Extrême gauche,0.0
45,LOIRET,234,ORLEANS,Extrême gauche,0.0
45,LOIRET,252,PITHIVIERS,Extrême gauche,0.0
45,LOIRET,284,SAINT-JEAN-DE-BRAYE,Extrême gauche,0.0
45,LOIRET,285,SAINT-JEAN-DE-LA-RUELLE,Extrême gauche,0.0
45,LOIRET,302,SARAN,Extrême gauche,0.0
46,LOT,042,CAHORS,Extrême gauche,581.0
46,LOT,102,FIGEAC,Extrême gauche,0.0
47,LOT-ET-GARONNE,001,AGEN,Extrême gauche,0.0
47,LOT-ET-GARONNE,157,MARMANDE,Extrême gauche,0.0
47,LOT-ET-GARONNE,310,TONNEINS,Extrême gauche,0.0
47,LOT-ET-GARONNE,323,VILLENEUVE-SUR-LOT,Extrême gauche,0.0
48,LOZERE,095,MENDE,Extrême gauche,0.0
49,MAINE-ET-LOIRE,007,ANGERS,Extrême gauche,1033.0
49,MAINE-ET-LOIRE,015,AVRILLE,Extrême gauche,263.0
49,MAINE-ET-LOIRE,099,CHOLET,Extrême gauche,0.0
49,MAINE-ET-LOIRE,246,LES PONTS-DE-CE,Extrême gauche,0.0
49,MAINE-ET-LOIRE,267,SAINT-BARTHELEMY-D'ANJOU,Extrême gauche,0.0
49,MAINE-ET-LOIRE,328,SAUMUR,Extrême gauche,0.0
49,MAINE-ET-LOIRE,353,TRELAZE,Extrême gauche,0.0
50,MANCHE,025,AVRANCHES,Extrême gauche,0.0
50,MANCHE,129,CHERBOURG-OCTEVILLE,Extrême gauche,0.0
50,MANCHE,147,COUTANCES,Extrême gauche,0.0
50,MANCHE,173,EQUEURDREVILLE-HAINNEVILLE,Extrême gauche,0.0
50,MANCHE,218,GRANVILLE,Extrême gauche,0.0
50,MANCHE,383,OCTEVILLE,Extrême gauche,0.0
50,MANCHE,502,SAINT-LO,Extrême gauche,0.0
50,MANCHE,602,TOURLAVILLE,Extrême gauche,0.0
51,MARNE,108,CHALONS-EN-CHAMPAGNE,Extrême gauche,0.0
51,MARNE,230,EPERNAY,Extrême gauche,0.0
51,MARNE,454,REIMS,Extrême gauche,0.0
51,MARNE,649,VITRY-LE-FRANCOIS,Extrême gauche,0.0
52,HAUTE-MARNE,121,CHAUMONT,Extrême gauche,0.0
52,HAUTE-MARNE,269,LANGRES,Extrême gauche,0.0
52,HAUTE-MARNE,448,SAINT-DIZIER,Extrême gauche,0.0
53,MAYENNE,130,LAVAL,Extrême gauche,0.0
53,MAYENNE,147,MAYENNE,Extrême gauche,0.0
54,MEURTHE-ET-MOSELLE,159,DOMBASLE-SUR-MEURTHE,Extrême gauche,0.0
54,MEURTHE-ET-MOSELLE,274,JARVILLE-LA-MALGRANGE,Extrême gauche,0.0
54,MEURTHE-ET-MOSELLE,280,JOEUF,Extrême gauche,0.0
54,MEURTHE-ET-MOSELLE,304,LAXOU,Extrême gauche,0.0
54,MEURTHE-ET-MOSELLE,323,LONGWY,Extrême gauche,57.0
54,MEURTHE-ET-MOSELLE,329,LUNEVILLE,Extrême gauche,0.0
54,MEURTHE-ET-MOSELLE,382,MONT-SAINT-MARTIN,Extrême gauche,54.0
54,MEURTHE-ET-MOSELLE,395,NANCY,Extrême gauche,0.0
54,MEURTHE-ET-MOSELLE,431,PONT-A-MOUSSON,Extrême gauche,0.0
54,MEURTHE-ET-MOSELLE,482,SAINT-MAX,Extrême gauche,0.0
54,MEURTHE-ET-MOSELLE,528,TOUL,Extrême gauche,0.0
54,MEURTHE-ET-MOSELLE,547,VANDOEUVRE-LES-NANCY,Extrême gauche,0.0
54,MEURTHE-ET-MOSELLE,578,VILLERS-LES-NANCY,Extrême gauche,0.0
54,MEURTHE-ET-MOSELLE,580,VILLERUPT,Extrême gauche,83.0
55,MEUSE,029,BAR-LE-DUC,Extrême gauche,0.0
55,MEUSE,545,VERDUN,Extrême gauche,0.0
56,MORBIHAN,007,AURAY,Extrême gauche,0.0
56,MORBIHAN,083,HENNEBONT,Extrême gauche,0.0
56,MORBIHAN,098,LANESTER,Extrême gauche,0.0
56,MORBIHAN,121,LORIENT,Extrême gauche,0.0
56,MORBIHAN,162,PLOEMEUR,Extrême gauche,0.0
56,MORBIHAN,178,PONTIVY,Extrême gauche,0.0
56,MORBIHAN,260,VANNES,Extrême gauche,0.0
57,MOSELLE,058,BEHREN-LES-FORBACH,Extrême gauche,0.0
57,MOSELLE,160,CREUTZWALD,Extrême gauche,0.0
57,MOSELLE,206,FAMECK,Extrême gauche,0.0
57,MOSELLE,221,FLORANGE,Extrême gauche,0.0
57,MOSELLE,227,FORBACH,Extrême gauche,0.0
57,MOSELLE,240,FREYMING-MERLEBACH,Extrême gauche,0.0
57,MOSELLE,283,HAGONDANGE,Extrême gauche,0.0
57,MOSELLE,306,HAYANGE,Extrême gauche,0.0
57,MOSELLE,332,HOMBOURG-HAUT,Extrême gauche,0.0
57,MOSELLE,433,MAIZIERES-LES-METZ,Extrême gauche,0.0
57,MOSELLE,447,MARLY,Extrême gauche,0.0
57,MOSELLE,463,METZ,Extrême gauche,0.0
57,MOSELLE,480,MONTIGNY-LES-METZ,Extrême gauche,0.0
57,MOSELLE,491,MOYEUVRE-GRANDE,Extrême gauche,0.0
57,MOSELLE,591,ROMBAS,Extrême gauche,0.0
57,MOSELLE,606,SAINT-AVOLD,Extrême gauche,0.0
57,MOSELLE,630,SARREBOURG,Extrême gauche,0.0
57,MOSELLE,631,SARREGUEMINES,Extrême gauche,0.0
57,MOSELLE,660,STIRING-WENDEL,Extrême gauche,0.0
57,MOSELLE,672,THIONVILLE,Extrême gauche,0.0
57,MOSELLE,683,UCKANGE,Extrême gauche,0.0
57,MOSELLE,751,WOIPPY,Extrême gauche,0.0
57,MOSELLE,757,YUTZ,Extrême gauche,0.0
58,NIEVRE,086,COSNE-COURS-SUR-LOIRE,Extrême gauche,0.0
58,NIEVRE,194,NEVERS,Extrême gauche,0.0
58,NIEVRE,303,VARENNES-VAUZELLES,Extrême gauche,0.0
59,NORD,008,ANICHE,Extrême gauche,0.0
59,NORD,009,VILLENEUVE-D'ASCQ,Extrême gauche,0.0
59,NORD,014,ANZIN,Extrême gauche,0.0
59,NORD,017,ARMENTIERES,Extrême gauche,0.0
59,NORD,033,AULNOYE-AYMERIES,Extrême gauche,0.0
59,NORD,043,BAILLEUL,Extrême gauche,0.0
59,NORD,112,BRUAY-SUR-L'ESCAUT,Extrême gauche,0.0
59,NORD,122,CAMBRAI,Extrême gauche,0.0
59,NORD,131,CAPPELLE-LA-GRANDE,Extrême gauche,107.0
59,NORD,139,CAUDRY,Extrême gauche,0.0
59,NORD,152,COMINES,Extrême gauche,0.0
59,NORD,153,CONDE-SUR-L'ESCAUT,Extrême gauche,0.0
59,NORD,155,COUDEKERQUE-BRANCHE,Extrême gauche,133.0
59,NORD,163,CROIX,Extrême gauche,0.0
59,NORD,172,DENAIN,Extrême gauche,0.0
59,NORD,178,DOUAI,Extrême gauche,0.0
59,NORD,179,DOUCHY-LES-MINES,Extrême gauche,0.0
59,NORD,183,DUNKERQUE,Extrême gauche,516.0
59,NORD,205,ESCAUDAIN,Extrême gauche,0.0
59,NORD,220,FACHES-THUMESNIL,Extrême gauche,0.0
59,NORD,249,FOURMIES,Extrême gauche,0.0
59,NORD,271,GRANDE-SYNTHE,Extrême gauche,231.0
59,NORD,273,GRAVELINES,Extrême gauche,84.0
59,NORD,279,HALLUIN,Extrême gauche,0.0
59,NORD,286,HAUBOURDIN,Extrême gauche,0.0
59,NORD,291,HAUTMONT,Extrême gauche,0.0
59,NORD,295,HAZEBROUCK,Extrême gauche,0.0
59,NORD,299,HEM,Extrême gauche,0.0
59,NORD,324,JEUMONT,Extrême gauche,52.0
59,NORD,328,LAMBERSART,Extrême gauche,0.0
59,NORD,350,LILLE,Extrême gauche,0.0
59,NORD,355,LOMME,Extrême gauche,0.0
59,NORD,360,LOOS,Extrême gauche,0.0
59,NORD,367,LYS-LEZ-LANNOY,Extrême gauche,0.0
59,NORD,368,LA MADELEINE,Extrême gauche,0.0
59,NORD,378,MARCQ-EN-BAROEUL,Extrême gauche,0.0
59,NORD,383,MARLY,Extrême gauche,0.0
59,NORD,392,MAUBEUGE,Extrême gauche,139.0
59,NORD,400,MERVILLE,Extrême gauche,0.0
59,NORD,410,MONS-EN-BAROEUL,Extrême gauche,0.0
59,NORD,421,MOUVAUX,Extrême gauche,0.0
59,NORD,426,NEUVILLE-EN-FERRAIN,Extrême gauche,0.0
59,NORD,447,ONNAING,Extrême gauche,0.0
59,NORD,491,RAISMES,Extrême gauche,0.0
59,NORD,507,RONCHIN,Extrême gauche,0.0
59,NORD,508,RONCQ,Extrême gauche,0.0
59,NORD,512,ROUBAIX,Extrême gauche,0.0
59,NORD,526,SAINT-AMAND-LES-EAUX,Extrême gauche,0.0
59,NORD,527,SAINT-ANDRE-LEZ-LILLE,Extrême gauche,0.0
59,NORD,540,SAINT-POL-SUR-MER,Extrême gauche,370.0
59,NORD,544,SAINT-SAULVE,Extrême gauche,0.0
59,NORD,560,SECLIN,Extrême gauche,0.0
59,NORD,569,SIN-LE-NOBLE,Extrême gauche,0.0
59,NORD,574,SOMAIN,Extrême gauche,0.0
59,NORD,599,TOURCOING,Extrême gauche,0.0
59,NORD,606,VALENCIENNES,Extrême gauche,0.0
59,NORD,616,VIEUX-CONDE,Extrême gauche,0.0
59,NORD,646,WASQUEHAL,Extrême gauche,0.0
59,NORD,648,WATTIGNIES,Extrême gauche,0.0
59,NORD,650,WATTRELOS,Extrême gauche,0.0
59,NORD,654,WAZIERS,Extrême gauche,0.0
60,OISE,057,BEAUVAIS,Extrême gauche,0.0
60,OISE,141,CHANTILLY,Extrême gauche,0.0
60,OISE,159,COMPIEGNE,Extrême gauche,0.0
60,OISE,175,CREIL,Extrême gauche,0.0
